autID,nume,prenume
13451,Himmelwright,A. L. A. (Abraham Lincoln Artman)
13452,Byrn,Edward W. (Edward Wright)
13453,Krúdy,Gyula
13454,Santiago Vela,Gregorio de
13455,Gay,Mary Ann Harris
13456,Adams,H. G. (Henry Gardiner)
13457,Dowling,Richard
13458,Carocci,Guido
13459,Hunt,Violet
13460,Bland,Salem Goldworth
13461,Baskerville,Beatrice C.
13462,Macdonell,Arthur Anthony
13463,Pierotti,Ermete
13464,Kirkwood,Daniel
13465,Nicolardot,Louis
13466,Wilson,Hill Peebles
13467,Richardson,Russell
13468,Cotter,Joseph S. (Joseph Seamon)
13469,Gibbon,Frederick P.
13470,Crabtre,Addison Darre
13471,Quinn,S. J. (Silvanus Jackson)
13472,Cocke,Sarah Johnson
13473,Bonaventura,Arnaldo
13474,Miller,Delavan S.
13475,Manningham,John
13476,Ford,Richard
13477,Márki,Sándor
13478,Charles,comte
13479,Harlow,Lewis D. (Lewis Davis)
13480,Mixson,Frank M.
13481,Fox-Davies,Arthur Charles
13482,Finch-Crisp,William
13483,Hamilton,Walter
13484,Bradbury,Ray
13485,Clark,Keith
13486,Cowan,Frank
13487,Sherwood,M. E. W. (Mary Elizabeth Wilson)
13488,Baxter,Richard
13489,Shepard,Edward Morse
13490,Leighton,Alexander
13491,Butt,W.
13492,Ford,Horace A. (Horace Alfred)
13493,Smith,Charlotte
13494,Sayre,Theodore Burt
13495,Colborn,Edward F.
13496,Conway,Hugh
13497,Helm,Linai T. (Linai Taliaferro)
13498,Hall,A. Neely (Albert Neely)
13499,Loring,Caleb William
13500,Allnutt,Sidney
13501,Ffoulkes,Charles John
13502,Field,Cyril
13503,Gárdonyi,Géza
13504,Ryan,Charles Edward
13505,Richard,Margaret A. (Margaret Alice)
13506,Raymond,Percy E. (Percy Edward)
13507,Doe,Merck & Co.
13508,Porter,James A.
13509,Arany,János
13510,Gribble,Francis Henry
13511,Deam,Charles Clemon
13512,Hutchins,B. L.
13513,Cook,Stanley Arthur
13514,Muhammad,Sir
13515,Burwell,Letitia M.
13516,Diehl,Alice M. (Alice Mangold)
13517,Greenbie,Sydney
13518,Huish,Marcus B. (Marcus Bourne)
13519,Wheaton,Elizabeth Ryder
13520,Stern,Maximilian
13521,Adams,Edward
13522,Gomme,Alice Bertha
13523,Avary,Myrta Lockett
13524,Raisson,Horace
13525,Howe,W. H. (Walter Henry)
13526,Furst,Herbert
13527,Elder,Marc
13528,Barnett,C. Z. (Charles Zachary)
13529,Royle,Charles
13530,Airola,Väinö
13531,Wall,William E. (William Edmund)
13532,Tucker,George Fox
13533,Wilson,George Grafton
13534,Bottrell,William
13535,Stauffer,Frank H.
13536,Bernoulli,Daniel
13537,Campbell,Thomas J. (Thomas Joseph)
13538,Saleeby,Najeeb M. (Najeeb Mitry)
13539,Hewlett,Albion Walter
13540,Puckner,William August
13541,Wilbert,Martin I. (Martin Inventius)
13542,Sollmann,Torald Hermann
13543,Châteauneuf,Alexis de
13544,Charles Lock,Sir
13545,South,Richard
13546,Dickinson,W. Howship (William Howship)
13547,Bayley,Harold
13548,Doe,United States. Congress. Joint Committee on the Conduct of the War
13549,Gooch,Daniel W. (Daniel Wheelwright)
13550,Wade,B. F. (Benjamin Franklin)
13551,Beatrix Wickens Davey,Lady
13552,Reyes,José Maria de los
13553,Jackson,Charles Ross
13554,Douglas,James
13555,Whyte,Christina Gowans
13556,Weale,J. Cyril M. (James Cyril M.)
13557,Searight,Thomas B. (Thomas Brownfield)
13558,Buick,Thomas Lindsay
13559,MacFarlane,Charles
13560,Shriner,Charles A. (Charles Anthony)
13561,Haskin,Frederic J. (Frederic Jennings)
13562,Edgcumbe,Richard
13563,Holmes,E. Bruce
13564,Harriman,Karl Edwin
13565,Vose,Edward Neville
13566,Mason,James
13567,Pepper,John Henry
13568,Loomis,Justin R. (Justin Rudolph)
13569,Bizzarri,Alejandro
13570,Humbert,Jean
13571,Culpeper,Josephine
13572,Rose,Augustus F. (Augustus Foster)
13573,Brau,Salvador
13574,Worthington,D.
13575,Harting,James Edmund
13576,Costantini,Anna Miller
13577,Burdett,Charles
13578,Prentice,Sartell
13579,Euangelides,Tryphon E.
13580,Endell,Fritz August Gottfried
13581,Pearse,Mark Guy
13582,Sanger,William W.
13583,Lange,D. (Dietrich)
13584,Florence Mary (Bootle-Wilbraham),Lady
13585,Gascoyne-Cecil,William
13586,Spicer,Ernest Evan
13587,Pegler,Ernest Charles
13588,Weeks,Lyman Horace
13589,Das,Sukumar Ranjan
13590,Soyer,Alexis
13591,Gray,James M. (James Martin)
13592,Nordmann,Charles
13593,Delany,Samuel R.
12210,Wells,Amos R. (Amos Russel)
10566,Clarke,Marcus Andrew Hislop
10567,Bradford Ripley,Jr.
13597,Sager,Matilda
13598,Bernhard,Duke of Saxe-Weimar-Eisenach
13599,Martin,Benjamin Ellis
13600,Martin,Charlotte M.
13601,Hossfeld,C.
13602,Cornett,W. N. (William N.)
13603,Wray,J. Jackson (James Jackson)
13604,Barker,Lady (Mary Anne)
13605,Warren,George Henry
13606,Revell,James
13607,Collins,Joseph
13608,Perry,Arthur Latham
13609,Lockwine,Alexandra Agusta Guttman
13610,Austin,William E.
13611,Nixon,Oliver W. (Oliver Woodson)
13612,Higgins,Aileen Cleveland
13613,Broadbridge,James
13614,Marinelli,Olinto
13615,Serjeant,Constancia
13616,Scott,Greenwood & Co.
13617,Ross,Andrew
13618,Craig,Austin
13619,Benitez,Conrado O.
13620,Frost,Thomas
13621,Colton,Arthur
13622,Deharme,E. (Ernest)
13623,Thomas Brassey,Earl
13624,Pritchett,R. T. (Robert Taylor)
13625,Seth-Smith,C. E.
13626,Doe,Watson. G. L. (George Lennox)
13627,Edward,Sir
13628,Middleton,T. B.
13629,McFerran,James
13630,Blake,G. L.
13631,Coleridge,Herbert
13632,McManus,Blanche
13633,Ostrander,Stephen M.
13634,Platts,John
13635,Segalen,Victor
13636,Jenkins,Elinor
13637,Rogers,Robert W. (Robert Wells)
13638,Andrews,Silas M. (Silas Milton)
13639,Pike,James
13640,Edwards,William Seymour
13641,Phillimore,Lucy
13642,Ali,Mohammed
13643,Flynn,William J. (William James)
13644,North,Grace May
13645,LeMaitre,W.
13646,Sebesi,Jób
13647,Kriza,János
13648,Orbán,Balázs
13649,Elizabeth,active 1804-1816
13650,Sandham,Elizabeth
13651,Johnson,A. H. (Arthur Henry)
13652,Rivier,A.
13653,Solomos,Dionysios
13654,Bourges,Elémir
13655,Sturgeon,Mary C.
13656,Bagwell,Richard
13657,Winsor,Justin
13658,Arnold,Channing
13659,Frost,Frederick J. Tabor
13660,Bovet,Marie-Anne de
13661,Goulding,F. R. (Francis Robert)
13662,Chambers,C. Haddon (Charles Haddon)
13663,Kóbor,Tamás
13664,Scott,Leader
13665,Norrie,H. S.
13666,Teakle,Thomas
13667,Longfellow,Marian
13668,Seiler,Emma
13669,Reber,Franz von
13670,Boas,Franz
13671,Sleigh,W. W. (William Willcocks)
13672,Smet,Pierre-Jean de
13673,Atkins,J. B. (John Black)
13674,Ionides,Cyril
13675,Mailand,Oszkár
13676,Johnstone,Arthur
13677,Chapman,W. F.
13678,Warford,Aaron A.
13679,Hotten,John Camden
13680,Chittenden,Hiram Martin
13681,Doe,Carey & Hart
13682,Niblo,George
13683,Strong,Grace Cooke
13684,Gibson,Henry H.
13685,Lewins,William
13686,Allen,Willis Boyd
13687,Bradley,A. G. (Arthur Granville)
13688,Macklin,Alys Eyre
13689,Thomson,Thomas
13690,Brown,W. L.
13691,Hewett,Bertram Henry Majendie
13692,Hanson,Joseph Mills
13693,Wills,C. J. (Charles James)
13694,Joseph Marie Bruno Constantin,Baron
13695,Cutts,Edward Lewes
13696,Oldham,Thomas
13697,Doe,Catholic Colonization Bureau
13698,Horton,Robert F. (Robert Forman)
13699,Muskett,Philip E.
13700,Boisjoslin,Jacques de
13701,Mossé,George
13702,Majors,Alexander
13703,Bresadola,Giacomo
13704,Spence,Catherine Helen
13705,Ryan,Charles S. (Charles Snodgrass)
13706,Sandes,John
13707,Nutt,Alfred Trübner
13708,Loeb,Henri
13709,Meurs,Johannes van
13710,Sigea,Luisa
13711,Chorier,Nicolas
13712,Woodward,R. Pitcher (Robert Pitcher)
13713,Shortland,Edward
13714,Ernest,Sir
13715,Wick,Barthinius L. (Barthinius Larson)
13716,Brooks,Van Wyck
13717,Doe,Delphian Society
13718,Hamilton-Browne,G.
13719,Beach,Belle
13720,Schultz,James Willard
13721,Currier,Richard D. (Richard Dudley)
13722,Williston,Samuel
13723,Hill,Richard William
13724,Gooch,Richard
13725,Schmeckebier,Laurence Frederick
13726,Milligan,William
13727,Antona-Traversi,Camillo
13728,Yeats,Jack Butler
13729,Stokes,George Thomas
13730,Buckland,James
13731,Desnoyers,Louis
13732,Netscher,Adriaan David van der Gon
13733,Hubert van Beusekom,Anna Christina Helena
13734,Bavinck,Herman
13735,Móricz,Zsigmond
13736,Dix,Irving Sidney
13737,Oláh,Gábor
13738,Lumby,J. Rawson (Joseph Rawson)
13739,Adams,Morley
13740,Keller,Elizabeth Leavitt
13741,Deeping,Warwick
13742,Hoare,Maria Eliza
13743,Celliers,Jan François Elias
13744,Malherbe,Daniel François
13745,Peery,R. B. (Rufus Benton)
13746,Isaacsen,Adolph
13747,Clifford,Josephine
13748,Bisland,Elizabeth
13749,Varnum,William H. (William Harrison)
13750,Thaly,Kálmán
13751,Moor,J. F. (John Frewen)
13752,Wilkins,W. A.
13753,Kellogg,Samuel H. (Samuel Henry)
13754,Evans,Christmas
13755,Santos-Dumont,Alberto
13756,Guthe,Carl E. (Carl Eugen)
13757,Harris,Albert W. (Albert Wadsworth)
13758,Quilter,Harry
13759,Wiltshire,Thomas
13760,Burdick,Arthur J. (Arthur Jerome)
13761,Bercovici,Konrad
13762,Faux,W. (William)
13763,Welby,Adlard
13764,McCall,Sidney
13765,Atherton,William
13766,Scott,John Robert
13767,O'Neale,Lila M. (Lila Morris)
13768,Chamfort,Sébastien-Roch-Nicolas
13769,Broadley,Arthur
13770,Stine,Thomas Ostenson
13771,Guppy,H. B. (Henry Brougham)
13772,Malthus,T. R. (Thomas Robert)
13773,Boerker,Richard H. D. (Richard Hans Douai)
13774,Heine,Frank R.
13775,Mundell,Frank
13776,Marshall,Charles Hunt
13777,Scheltema,J. F. (Johann Friedrich )
13778,Goodrich,Charles A. (Charles Augustus)
13779,Wood,Theodore
13780,Gilmore,John
13781,George Agar Ellis,Baron
13782,Morris,Joseph E. (Joseph Ernest)
13783,Doe,J. Hatchard and Son
13784,Audibert,J.-F. (Joseph-François)
13785,Whitson,John Harvey
13786,Brodhead,J. Napier (Jane Napier)
13787,Cook,Joseph
13788,Pratt,Edwin A.
13789,Wilson,Joseph Robert
13790,Lopez,Sabatino
13791,Chaplin,Charlie
13792,Fox,Charles James
13793,Parkman,Mary Rosetta
13794,Clarke,Laurence (Laurence Ayscough)
13795,Turton,W. H. (William Harry)
13796,Evans,George Fullerton
13797,Gibson,Louis Henry
13798,Harriot,Thomas
13799,Jones,George
13800,Sessions,Frederick
13801,Nelson,George
13802,Love,George Thomas
13803,Musters,George Chaworth
13804,Ballard,Edward
13805,Hoernes,Hermann
13806,Haley,Bart
13807,O'Brien,Pat
13808,Williams,Robert Folkestone
13809,Hooker,John
13810,Richards,Clarice E.
13811,Stamatiadis,Epaminondas
13812,Newth,Samuel
13813,Spurgeon,Charles Haddon
13814,Pearson,Edmund Lester
13815,Wentworth,Patricia
13816,Bowen,Marjorie
13817,Lawrence,Amos
13818,Morton,John Maddison
13819,Sanders,Helen Fitzgerald
13820,Evans,Marguerite Florence Jervis
13821,Scott,Evelyn
13822,O'Brien,Henry
13823,Aubrey,John
13824,Robinson,H. P. (Henry Peach)
13825,Sanderson,Margaret Love
13826,Rutherford,Samuel
13827,Bogue,Benjamin Nathaniel
13828,Dennistoun,James
13829,Delpit,Édouard
13830,Parkes,William Theodore
12211,James,active 1883-1912
12212,Bailey,Washington
12213,Llorente,Juan Antonio
12214,Quadrupani,Carlo Giuseppe
12215,Johnson,Stanley C. (Stanley Currie)
12216,Schlegel,Friedrich von
12217,Knight,Charles
12218,Campbell,Theophila Carlile
12219,Morton,James F. (James Ferdinand)
12220,Carlile,Richard
12221,Holland,Frederic May
12222,Remsburg,John E. (John Eleazer)
12223,Mitchell,Logan
12224,Reber,George
12225,Lisle,Lionel
12226,Shaw,William Arthur
12227,Hawkins,N. (Nehemiah)
12228,Bailey,Arthur Low
12229,Headley,Joel Tyler
12230,Soule,Richard
12231,Cunningham,Francis A. (Francis Aloysius)
12232,Trelawny,Edward John
12233,Hearne,Samuel
12234,Tutchin,John
12235,Bourne,Benjamin Franklin
12236,Smith,Clark Ashton
12237,Field,Walter Taylor
12238,Young,Ella Flagg
12239,Trikoupes,Spyridon
12240,Mathot,Rodolphe Edgard
12241,Wheildon,William W. (William Willder)
12242,Longstreet,James
12243,Retz,Jean François Paul de Gondi de
12244,Olund,Leonard J.
12245,Beekman,A. A. (Anton Albert)
12246,Wells,Samuel
12247,Treat,Mary
12248,Sargent,Frederick Leroy
12249,Thomson,Basil
12250,Jackson,S. Trevena
12251,Kauffman,Reginald Wright
12252,Yates,L. K.
12253,Somerville,H. G.
12254,Sheridan,Thomas
12255,Sabatier,Auguste
12256,O'Neil,Owen Rowe
12257,M. (Maximilian),1820-1898
12258,Gordon,Harry
12259,Conway,G. R. G. (George Robert Graham)
12260,Karl,Ritter von
12261,Alden,John B. (John Berry)
12262,Niewiadomska,Cecylia
12263,Reményik,Sándor
12264,Rankin,James
12265,Françoise-Athénaïs de Rochechouart de Mortemart,marquise de
12266,Freneau,Philip Morin
12267,Ady,Endre
12268,Herndon,William Henry
12269,Weik,Jesse William
12270,John,M.R.C.S.E.
12271,Macy,John Albert
12272,Day,Lal Behari
12273,Myers,F. W. H. (Frederic William Henry)
12274,Karl Ludwig,Freiherr von
12275,Edmonds,S. Emma E. (Sarah Emma Evelyn)
12276,Bailey,Henry Turner
12277,Goll,Claire
12278,Hardekopf,Ferdinand
12279,Vay,Péter
12280,Brunton,Mary
12281,D'Auvergne,Edmund B. (Edmund Basil)
12282,Nansen,Peter
12283,Bryusov,Valery Yakovlevich
12284,Georgiana Spencer,Duchess of Devonshire
12285,J. A. (John Ambrose),Sir
12286,Tremayne,Eleanor E.
12287,Edwards,H. Sutherland (Henry Sutherland)
12288,Rivenburg,Romeyn Henry
12289,Cumberland,Barlow
12290,Just,Gustav A.
12291,Cunningham,Francis
12292,Westra,Willem
12293,Crashaw,Richard
12294,Charlotte-Elisabeth,duchesse d'
12295,Streight,Abel D.
12296,Mary,Lady
12297,Gordon,Lina Duff
12298,Merényi,László
12299,Isle,June
12300,Moore,Bernard
12301,Margaret Elizabeth Leigh Child-Villiers,Countess of
12302,Kiser,Samuel E. (Samuel Ellsworth)
12303,Moberly,L. G. (Lucy Gertrude)
12304,Doe,Sengcan
12305,Dumur,Louis
12306,Beardslee,Clark S. (Clark Smith)
12307,Garnett,William
12308,Wollaston,Thomas Vernon
12309,Sims,William Sowden
12310,Sargent,Lucius M. (Lucius Manlius)
12311,Maitland,Edward
12312,Fuseli,Henry
12313,Addison,C. G. (Charles Greenstreet)
12314,Van Loon,Hendrik Willem
12315,MacDonald,Wilson
12316,Louis de Rouvroy,duc de
12317,Graves,Kersey
12318,Bresse,J.
12319,Voss,Richard
12320,De Castro,Adolphe Danziger
12321,Willcock,John
12322,Erdélyi,János
12323,Piper,Hugh
12324,Gray,W. H. (William Henry)
12325,Taylor,Jane
12326,Taylor,Ann
12327,Treat,Nola
12328,Richards,Lenore
12329,Fouillée,Alfred
12330,Mahan,Asa
12331,Baron,David
12332,Montgomery,Ala.
12333,Archibald,Raymond Clare
12334,Woepcke,Franz
12335,Fibonacci,Leonardo
12336,Benedek,Elek
12337,Clark,John A. (John Alonzo)
12338,Storm,Marian
12339,Elliott,Maud Howe
12340,Hall,Florence Howe
12341,Palmer,Edward
12342,Allbut,Robert
12343,Bender,Millicent Schwab
12344,Mark,19th cent.
12345,Deplace,Guy-Marie
12346,Miller,Thomas
12347,Akins,Thomas B.
12348,Rogers,Margaret Cobb
12349,Gill,Anna A.
12350,De Gubernatis,Angelo
12351,Cotes,Everard
12352,Sato,Haruo
12353,Doe,Jolanda
12354,Heyer,Georgette
12355,Dessauer,Ernst
12356,Patrick,Saint
12357,Skiles,May Evelyn
12358,Bowditch,William I. (William Ingersoll)
12359,Vine,W.E. (William Edwy)
12360,Douce,Francis
12361,Quigley,Margery Closey
12362,Richards,R. C. (Ralph Coffin)
12363,Berthier,Louis-Alexandre
12364,Reynier,Jean-Louis-Ebenézer
12365,J. Duncan,(James Duncan)
12366,Hobbs,Leonard S.
12367,Casseday,Ben
12368,Rosenbach,A. S. W. (Abraham Simon Wolf)
12369,Firebaugh,Ellen M.
12370,Galbreath,C. B. (Charles Burleigh)
12371,Mercier,Louis-Sébastien
12372,Destouches,Néricault
12373,Marie Thérèse Louise de Savoie-Carignan,princesse de
12374,Chamberlain,James Franklin
12375,Aksakov,S. T. (Sergei Timofeevich)
12376,Hubert,Philip Gengembre
12377,Maximilian,Prinz von
12378,Keightley,Thomas
12379,Lanaghan,Mrs.
12380,Kirkpatrick,F. A. (Frederick Alexander)
12381,Miller,George A. (George Amos)
12382,Smith,Mary P. Wells (Mary Prudence Wells)
12383,Turnbull,Robert
12384,Clayton,H. J.
12385,Sedding,John Dando
12386,Robert,active 1866-1874
12387,Exposición Histórico-Americana (1892 : Madrid,Spain)
12388,Doe,United States. Commission to the Madrid Exposition (1892- )
12389,Campan,Mme. (Jeanne-Louise-Henriette)
12390,Hely-Hutchinson,John
12391,William,Mrs.
12392,Platt,William
12393,John,active 1559-1577
12394,Thomas,active 1567
12395,Arany,László
12396,Wingfield,Lewis
12397,Aughey,John H. (John Hill)
12398,Robbins,Edward Mott
12399,Edwards,Albert
12400,John,active 1854-1890
12401,Kingsley,Mary Henrietta
12402,Vinogradoff,Paul
12403,Sharpe,Edmund
12404,Sheets,Emily Churchill Thompson
12405,Murphy,Robert F. (Robert Francis)
12406,Murphy,Yolanda
12407,Doe,Paraguay
12408,Doe,Argentina
12409,Parsons,Mary Elizabeth
12410,Wolfe,Theodore F. (Theodore Frelinghuysen)
12411,Munthe,Axel
12412,Murphy,John
12413,Kemble,John Philip
12414,Hoskin,Arthur J. (Arthur Joseph)
12415,Adams,John Quincy
12416,McCandless,Wilson
12417,Maguire,Thomas
12418,Grolleau,Charles
12419,Bithell,Jethro
12420,Lohr,F.
12421,Goldsmith,Lewis
12422,Hungerford,Edward
12423,Harms,Louis
12424,Campbell,Joseph
12425,M'Pherson,J. G. (John Gordon)
12426,Würtenberger,Karl Friedrich
12427,Walker,Charles R. (Charles Rumford)
12428,L'Héritier de Brutelle,Charles Louis
12429,Vincent,James Edmund
12430,Marvin,Frederic Rowland
12431,Twiss,Travers
12432,Allbutt,T. Clifford (Thomas Clifford)
12433,Larson,Laurence Marcellus
12434,Doe,Trow’s Printing and Bookbinding Company
12435,Downs,E. C. (Edward C.)
12436,Sheppard,Elizabeth Sara
12437,Macdonald,Frederic W. (Frederic William)
12438,Lower,Mark Antony
12439,Barff,Frederick Settle
12440,Pollen,John Hungerford
12441,Arnoux,Léon
12442,Sclater,Philip Lutley
12443,Douglas,Charles L.
12444,Fitzroy,Robert
12445,Hollingworth,Leta Stetter
12446,Hollingworth,Harry L. (Harry Levi)
12447,St. Paul,Mother
12448,Doe,Association of the Miraculous Medal
12449,Goldenberg,Samuel L.
12450,Arnould,Sophie
12451,Loopuit,Jos.
12452,De Morgan,Mary
12453,Heldring,Louis
12454,William de Wiveleslie,Sir
12455,Hensel,Kurt
12456,Dahl,Jonas Anton
12457,Stigand,C. H. (Chauncy Hugh)
12458,Stigand,Nancy Yulee (Neff)
12459,Mears,James R.
12460,Rébrac,Jean du
12461,Laut,Ernest
12462,Doe,Montjoyeux
12463,Forge,Henry de
12464,Normand,Jacques
12465,Arène,Paul
12466,Nion,François de
12467,Krol,Ed
12468,Cranmer-Byng,L. (Launcelot)
12469,Escott,T. H. S. (Thomas Hay Sweet)
12470,Jones,John P. (John Percival)
12471,Ramamohan Rao,Mahidhara
12472,Conkling,Margaret C. (Margaret Cockburn)
12473,Kampyses,Giannes
12474,González de Mendoza,Juan
12475,Martínez de Zúñiga,Joaquín
12476,Ward,H. Marshall (Harry Marshall)
12477,Mudge,Zachariah Atwell
12478,Sellon,Edward
12479,Lobingier,Elizabeth Miller
12480,Liebknecht,Karl Paul August Friedrich
12481,Hibbert,Francis Aiden
12482,Bacon,Albion Fellows
12483,Low,David Allan
12484,Rijcken,Frans Eduard Pels
12485,Damsté,Pieter Helbert
12486,O'Malley,Austin
12487,Philpot,J. C. (Joseph Charles)
12488,Linguet,Simon Nicolas Henri
12489,Bottone,Selimo Romeo
12490,Alvarez de Abreu,Antonio
12491,Aduarte,Diego
12492,Hetherington,H. (Henry)
12493,Hegel,Georg Wilhelm Friedrich
12494,Aitken,Robert
12495,Millingen,J. G. (John Gideon)
12496,Brown,Margaret Wright
12497,Odum,Howard Washington
12498,Phlores,Kostas
12499,Alves dos Santos,Augusto Joaquim
12500,Anthony,Sir
12501,Jackson,William Henry
12502,Schindler,Anton
12503,Cloud,D. C.
12504,Norway,Arthur H. (Arthur Hamilton)
12505,Stanton,Henry B. (Henry Brewster)
12506,Spears,John Randolph
12507,Farjeon,B. L. (Benjamin Leopold)
12508,Hoare,E. (Edward)
12509,Cobbold,Richard
12510,Burr,William Henry
12511,Anderson,Marilyn D.
12512,Young,William
12513,Lonergan,F.
12514,Gabel,Norman E.
12515,Straus,Oscar S. (Oscar Solomon)
12516,Vries,Maarten Gerritszoon
12517,Coen,Cornelis Janszoon
12518,Siebold,Philipp Franz von
12519,Hiden,Martha W. (Martha Woodroof)
12520,Crain,Dorothy
12521,Williams,Robert
12522,Williams,Cora May
12523,Gausseron,Bernard Henri
12524,Ernest,Lord
12525,Dalton,William
12526,Rostaing,Jules
12527,Remizov,Aleksei
12528,Lee,Eliza Buckminster
12529,Ris Lambers,Cornelis Hille
12530,Lindley,Augustus F.
12531,Gilson,Charles
12532,Boynton,Edward C. (Edward Carlisle)
12533,Häfker,Hermann
12534,Findlay,George G. (George Gillanders)
12535,Tasso,Torquato
12536,Chambers,F. W.
12537,Jiménez,Juan Ramón
12538,Ingersoll,Ernest
12539,Hofmann,Josef
12540,Marryat,Florence
12541,McCarty,Louis Philippe
12542,Macgeorge,Andrew
12543,Droz,Gustave
12544,Doe,Argentina. Ministerio de Agricultura
12545,Leslie,Mrs.
12546,Micheaux,Oscar
12547,Oliver,Margaret Scott
12548,Dodge,Theodore Ayrault
12549,O'Reilly,Elizabeth Boyle
12550,Hément,Félix
12551,Kishpaugh,Robert A.
12552,Bowditch,Charles P. (Charles Pickering)
12553,Stewart,George
12554,Gore,J. Ellard (John Ellard)
12555,Wildridge,T. Tindall (Thomas Tindall)
12556,Koehler,S. R. (Sylvester Rosa)
12557,Daunou,P. C. F. (Pierre Claude François)
12558,Westbrook,Richard B. (Richard Brodhead)
12559,Martin,Thomas Commerford
12560,Morgan,Louisa
12561,Riley,Charles V. (Charles Valentine)
12562,Everett,Marshall
12563,Bardsley,Charles Wareing Endell
12564,Surtees,Scott F. (Scott Frederick)
12565,Howard,Frank
12566,Bacon,Benjamin Wisner
12567,Bray,Reginald Arthur
12568,Stearns,Wallace N. (Wallace Nelson)
12569,Gaal,György
12570,Thorndike,Edward L. (Edward Lee)
12571,Alexander,Archibald
12572,Philippe,marquis de
12573,Cantero,J. G. (Justo Germán)
12574,Stark,James Henry
12575,Berczik,Árpád
12576,Ancillon,Charles
12577,Willoughby,Howard
12578,Taggart,Marion Ames
12579,Doe,Baldwin Locomotive Works
12580,Price,Lucien
12581,Laure Junot,duchesse d'
12582,Denny,Emily Inez
12583,Whymper,Frederick
12584,Veley,Margaret
12585,Brown,George William
12586,Hamilton,A. (Angus)
12587,Schilperoort,Tom
12588,Sanborn,Charles Emerson
12589,Scholl,Ernest E. (Ernest Emmett)
12590,C. J.,Mrs.
12591,Schalck de la Faverie,A. (Alfred)
12592,Desloges,Pierre
12593,Vrailas-Armenes,Petros
12594,John,of Vermont
12595,Offen,Benjamin
12596,Gray,Andrew
12597,Lyman,William Denison
12598,Lytton,Henry A.
12599,Martin,Edwin Perry
12600,Cromwell,John Howard
12601,Bartlett,Paul Alexander
12602,Goolrick,John T. (John Tackett)
12603,Townsend,John Wilson
12604,Gerould,Gordon Hall
12605,Doe,Great Britain. Court to investigate loss of steamship "Titanic"
12606,Rothschild,Max
12607,Wollaston,A. F. R. (Alexander Frederick Richmond)
12608,Mallory,George
12609,Howard-Bury,Charles
12610,Scott,Eva
12611,Bishop of Sletty,active 6th century
12612,Hoffmann,Professor
12613,Hoyle,Edmond
12614,Stoerk,Felix
12615,Hodson,W. S. R. (William Stephen Raikes)
12616,Féré,Octave
12617,Tompa,László
12618,Lea,Henry Charles
12619,Thorpe,Fred
12620,Karl Max,Fürst von
12621,Roe,A. S. (Azel Stevens)
12622,Hume-Griffith,A.
12623,Doe,Macmillan &  Co.
12624,Longstreth,Thomas Morris
12625,Swainson,William
12626,Rede,Geraldine
12627,Teague,Violet
12628,Coolidge,Asenath Carver
12629,Devrient,Eduard
12630,McKeever,William A. (William Arch)
12631,Bonner,Mary Graham
12632,Crowe,Catherine
12633,Tourgée,Albion Winegar
12634,Doe,Queensland
12635,Bartlett,W. C. (William Chauncey)
12636,Ayscough,John
12637,Russell,Thomas O’Neill
12638,Power,Mrs.
12639,Bowker,R. R. (Richard Rogers)
12640,Hjortø,Knud
12641,Mach,Ernst
12642,Webb,James Morris
12643,Ravnkilde,Adda
12644,Leuba,James H. (James Henry)
12645,Dinet,Etienne
12646,Ben Ibrahim,Sliman
12647,Clodd,Edward
12648,Harner,Michael J.
12649,Küster,Ernst Georg Ferdinand
12650,Smith,James Edward
12651,Butler,Maude Mary
12652,Davies,R. Rice
12653,Maurice,C. Edmund (Charles Edmund)
12654,Leahy,William Augustine
12655,Shutter,Marion D. (Marion Daniel)
12656,Hirtzler,Victor
12657,J. H.,Mrs.
12658,Blass,Friedrich
12659,Klaczko,Julian
12660,Doe,Villamaria
12661,Bouton,S. Miles (Stephen Miles)
12662,Conrad,M. G. (Michael Georg)
12663,Tefft,Lyman Beecher
12664,Chalmers,Patrick
12665,Stratton,Stephen S. (Stephen Samuel)
12666,Nerval,Gérard de
15612,Minnigh,H. N. (Henry N.)
15613,Russell,Dora
15614,Andrew,Elizabeth W.
12669,Maile,John Levi
12670,Barbellion,W. N. P.
12671,Haffner-Ginger,Bertha
12672,Lamszus,Wilhelm
12673,Simpson,W. T. (Wilfrid Tord)
12674,Papantoniou,Ch.
12675,Riaño,Juan F. (Juan Facundo)
12676,McGilchrist,John
12677,Bateman,H. M. (Henry Mayo)
12678,Bussigny,H. L. de (Henry L. de)
12679,Kemp,Matthew Stanley
12680,Clements,Colin
12681,Kerr,W. A. (William Alexander)
12682,Nichols,Robert
12683,Francis Bond,Sir
12684,La Chapelle-Roobol,Suze
12685,Cook,Samuel
12686,Lermontov,Mikhail Iurevich
12687,Nesbit,Wilbur D. (Wilbur Dick)
12688,Plummer,Alfred
12689,Lamon,Ward Hill
12690,Doe,Philo
12691,Nelson,Ernesto
12692,Paul,Adolf
12693,Croce,Benedetto
12694,Dozy,Reinhart Pieter Anne
12695,Waugh,Arthur
12696,Turner,Lucien M. (Lucien McShan)
12697,Johnston,B. (Bertha)
12698,Simson,Walter
12699,Gumbel,Emil Julius
12700,Lindsey,William
12701,Sir,1824-1904
12702,Bright,Henry Arthur
12703,Webb,W. E. (William Edward)
12704,Green,and Co.
12705,Schlaf,Johannes
