opID,titlu,volum
496,The Rayner-Slade Amalgamation,
497,The Peace Negotiations: A Personal Narrative,
498,American Big Game in Its Haunts: The Book of the Boone and Crockett Club,
499,The Green Flag,
500,October Vagabonds,
501,The Anti-Slavery Harp: A Collection of Songs for Anti-Slavery Meetings,
502,Burnham Breaker,
503,Venus and Adonis,
504,Punch,
505,Life of Johnson,5
506,Peter's Mother,
507,A Practical Physiology: A Text-Book for Higher Schools,
508,Tales for Young and Old,
509,A Golden Book of Venice,
510,The Atlantic Monthly,2
511,The Lonely Dancer and Other Poems,
512,Three short works,
513,The Celtic Twilight,
514,God,
515,When Day is Done,
516,Journals of Australian Explorations,
517,Clarissa Harlowe; or the history of a young lady — Volume 4,
518,The Little House in the Fairy Wood,
519,A Child's Anti-Slavery Book,
520,The Outdoor Girls of Deepdale; Or,
521,Little Saint Elizabeth and Other Stories,
522,A Select Collection of Old English Plays,8
523,Aunt Jane's Nieces in Society,
524,Johnny Crow's Garden,
525,The New Machiavelli,
526,Nine Hundred Miles,
527,The World's Greatest Books — Volume 01 — Fiction,
528,Arthurian Chronicles: Roman de Brut,
529,The Heart of the Range,
530,The Lost Naval Papers,
531,The Mirror of Literature,
532,The Vanishing Man,
533,Beacon Lights of History,
534,Beacon Lights of History,
535,Our Churches and Chapels: Their Parsons,
536,The Ruling Passion: Tales of Nature and Human Nature,
537,Kauppa-Lopo,
538,Rautatie,
539,The Young Mother: Management of Children in Regard to Health,
540,Short Stories Old and New,
541,Beacon Lights of History,
542,Experiments in Government and the Essentials of the Constitution,
543,Twelve Gates to the City,
544,Alabama Bound,
545,Away in a Manger,
546,An English Garner: Critical Essays & Literary Fragments,
547,Vanished Arizona: Recollections of the Army Life by a New England Woman,
548,The Golden Legend,
549,Practice Book,
550,Agnes,
551,The Old Bush Songs,
552,Henry the Second,
553,Under King Constantine,
554,Red Masquerade,
555,Battle Hymn of the Republic,
556,Ain' No Mo' Cane on De Brazis,
557,Delia's Gone,
558,Persuasion,
559,The Dark Lady of the Sonnets,
560,Heave Away,
561,The Whale Catchers,
562,Vecchie Storie,
563,John Henry,
564,Liverpool Gals,
565,Waltzing Matilda,
566,Romance de lobos,
567,Mary,
568,The Sorrows of a Show Girl,
569,The Bars of Iron,
570,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,
571,Inaugural Presidential Address,
572,A Rogue by Compulsion,
573,Het portret van Dorian Gray,
574,On the Seashore,
575,De jongere generatie,
576,Rhymes of a Roughneck,
577,Bits about Home Matters,
578,Government and Rebellion,
579,Poems,
580,Mercy Philbrick's Choice,
581,Step by Step; Or,
582,The Compleat Cook,
583,The Primadonna,
584,Beacon Lights of History,
585,Alcestis,
586,We Wish You a Merry Christmas,
587,Michael Row the Boat Ashore,
588,Nancy Whiskey,
589,On the Banks of the Ohio,
590,I Heard the Bells on Christmas Day,
591,I am a Pilgrim,
592,Within the Tides: Tales,
593,Ride Railroad Bill,
594,Beacon Lights of History,
595,Beacon Lights of History,
596,Beacon Lights of History,
597,The Double Traitor,
598,Jingle Bells,
599,Project Gutenberg Fanfare,
600,The Governors,
601,Hyacinth,
602,In the Riding-School; Chats with Esmeralda,
603,A Collection of Ballads,
604,Mother Carey's Chickens,
605,Children's Classics in Dramatic Form,
606,The Boats of the "Glen Carrig",
607,Norwegian Life,
608,Punchinello,2
609,The Sea Lions; Or,
610,So Runs the World,
611,Topsy-Turvy,
612,The Westcotes,
613,A Romance of the Republic,
614,'Twixt Land & Sea: Tales,
615,A Select Collection of Old English Plays,9
616,Affair in Araby,
617,Roy Blakeley: His Story,
1421,Civil Government in the United States Considered with Some Reference to Its Origins,
1422,Egyptian Ideas of the Future Life,
1423,Folk-Tales of Napoleon,
1424,The Slim Princess,
1425,The Tragedy of King Lear,
1426,Maggie Miller: The Story of Old Hagar's Secret,
1427,The Mirror of Literature,
1428,The Mirror of Literature,
1429,Plays of Gods and Men,
1430,Punch,
1431,Een Heldin,
1432,Meesterstukken van Rembrandt Harmensz. Van Rijn,
1433,De omwenteling van 1830,
1434,Ons Vaderland van de vroegste tijden tot de 15de eeuw,
1435,What is Coming? A Forecast of Things after the War,
1436,The Tragedy of Macbeth,
1437,Emilie the Peacemaker,
1438,Камено доба,
1439,Секунд вечности,
1440,Jan van Huysums Blomsterstykke,
1441,Juhana Herttuan ja Catharina Jagellonican lauluja,
1442,Lehtori Hellmanin vaimo,
1443,Työmiehen vaimo,
1444,Travels through the Empire of Morocco,
1445,Wanderings by Southern Waters,
1446,O cancioneiro portuguez da Vaticana,
1447,The Secret Garden,
1448,The Tragedy of Antony and Cleopatra,
1449,La belle Gabrielle — Tome 1,
1450,Les gens de bureau,
1451,Diario de la navegacion empredida en 1781,
1452,Vain Fortune: A Novel,
1453,The Lake,
1454,La Campagna del 1796 nel Veneto,
1455,Catalanisches Streitgedicht zwischen En Buc und seinem Pferd,
1456,El la Biblio,
1457,The Book of Enterprise and Adventure,
1458,The Booming of Acre Hill,
1459,The Tragedy of Coriolanus,
1460,Hindu Tales from the Sanskrit,
1461,The Masters of the Peaks: A Story of the Great North Woods,
1462,The Mirror of Literature,
1463,A School History of the United States,
1464,A Compilation of the Messages and Papers of the Presidents,
1465,Friendly Fairies,
1466,The Atlantic Monthly,8
1467,De Aarde en haar Volken,
1468,De reis om de wereld in tachtig dagen,
1469,The Fairy Godmothers and Other Tales,
1470,The Life of Timon of Athens,
1471,The Mirror of Literature,
1472,The Mirror of Literature,
1473,The Mirror of Literature,
1474,Caleb Williams; Or,
1475,This Is the End,
1476,The Happiest Time of Their Lives,
1477,The Mirror of Literature,
1478,English Literature: Modern,
1479,The Hunted Woman,
1480,Lands of the Slave and the Free; Or,
1481,Cymbeline,
1482,The Mirror of Literature,
1483,The Mirror of Literature,
1484,The Mirror of Literature,
1485,The Pearl Story Book,
1486,Wilson's Tales of the Borders and of Scotland,22
1487,The Einstein Theory of Relativity,
1488,The Mirror of Literature,
1489,Cowmen and Rustlers: A Story of the Wyoming Cattle Ranges,
1490,The Mirror of Literature,
1491,Aesop's Fables; a new translation,
1492,The Winter's Tale,
1493,The Mirror of Literature,
1494,The Mirror of Literature,
1495,The Mirror of Literature,
1496,The Mirror of Literature,
1497,Scientific American Supplement,
1498,Education as Service,
1499,The Saint's Tragedy,
1500,The Mirror of Literature,
1501,The Mirror of Literature,
1502,Action Front,
1503,The Tempest,
1504,The Mirror of Literature,
1505,Cape Cod Ballads,
1506,Germany and the Next War,
1507,History of Liberia,
1508,The Irrational Knot,
1509,Pallieter,
1510,A Tale of One City: the New Birmingham,
1511,Jimgrim and Allah's Peace,
1512,The Atlantic Monthly,8
1513,Punch,
1514,King Henry the Eighth,
1515,Sacred and Profane Love: A Novel in Three Episodes,
1516,The Mirror of Literature,
1517,The Mirror of Literature,
1518,Bayard: the Good Knight Without Fear and Without Reproach,
1519,Clarissa Harlowe; or the history of a young lady — Volume 6,
1520,The Fern Lover's Companion,
1521,The German Classics of the Nineteenth and Twentieth Centuries,2
1522,A History of China,
1523,Stories of Inventors: The Adventures of Inventors and Engineers,
1524,The Mirror of Literature,
1525,A Lover's Complaint,
1526,The Mirror of Literature,
1527,The Moorland Cottage,
1528,The Nine-Tenths,
1529,Through the Wall,
1530,Fun and Frolic,
1531,The Mirror of Literature,
1532,Autobiographical Sketches,
1533,The Man Whom the Trees Loved,
1534,The Mirror of Literature,
1535,Round Anvil Rock: A Romance,
1536,The Research Magnificent,
1537,Le socialisme en danger,
1538,Sermons for the Times,
1539,The Mirror of Literature,
1540,Scientific American Supplement,
1541,The Mirror of Literature,
1542,Scientific American Supplement,
1543,The Mirror of Literature,
1544,The Mirror of Literature,
1545,The Mirror of Literature,
1546,The Mirror of Literature,
1547,Fisherman's Luck and Some Other Uncertain Things,
1548,The Mirror of Literature,
1549,Lectures on Art,
1550,Not Pretty,
1551,20.000 Mijlen onder Zee: Westelijk Halfrond,
1552,Fighting in Flanders,
1553,Cheerful—By Request,
1554,Fædra: Brudstykker af et Livs Historie,
1555,The Works of Samuel Johnson,3
1556,A Further Contribution to the Study of the Mortuary Customs of the North American Indians,
1557,The Pirates of Malabar,
1558,The Tenniel Illustrations for Carroll's Alice in Wonderland,
1559,Latter-Day Pamphlets,
1560,Mystic Isles of the South Seas.,
1561,The Mirror of Literature,
1562,The Sky Line of Spruce,
1563,The Churches of Coventry,
1564,The Mirror of Literature,
1565,The Mirror of Literature,
1566,The Mirror of Literature,
1567,The Mirror of Literature,
1568,The Mirror of Literature,
1569,The Red Rover,
1570,Selected Poems of Oscar Wilde,
1571,Wanderings in Wessex,
1572,The Mirror of Literature,
1573,The Mirror of Literature,
1574,The Refugees,
1575,In the Claws of the German Eagle,
1576,The Atlantic Monthly,8
1577,A Description of Modern Birmingham,
1578,French Mediaeval Romances from the Lays of Marie de France,
1579,The Grafters,
1580,The Love Affairs of Great Musicians,2
1581,Typhoon,
1582,The Mirror of Literature,
1583,Russell H. Conwell,
1584,Slave Narratives: a Folk History of Slavery in the United States,
1585,Histoire de la Révolution française,
1586,The Trade Union Woman,
1587,Punch,
1588,The Call of the North,
1589,A Grandmother's Recollections,
1590,Punch,
1591,Punch,
1592,Notes on Life & Letters,
1593,Goede Vaêr Tromp,
1594,Character Sketches of Romance,
1595,The Youth's Coronal,
1596,The Mirror of Literature,
1597,Pauvre Blaise,
1598,Small Means and Great Ends,
1599,Stories by American Authors,1
1600,Stories by American Authors,5
1601,The Willows,
1602,The Snow-Drop,
1603,In the Cage,
1604,Tales of Three Hemispheres,
1605,The Solitary of Juan Fernandez,
1606,The Mirror of Literature,
1607,Punch,
1608,Punch,
1609,The Mirror of Literature,
1610,The Mirror of Literature,
1611,The Mirror of Literature,
1612,Cicero,
1613,An Enquiry into the Obligations of Christians to Use Means for the Conversion of the Heathens,
1614,Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim,
1615,Fort comme la mort,
1616,The Rome Express,
1617,Stories by American Authors,6
2421,The Gate of the Giant Scissors,
2422,The Precipice: A Novel,
2423,Tuuli ja tähkä ynnä muita runoja,
2424,Vandemark's Folly,
2425,The Adventures of Jimmie Dale,
2426,Clarissa Harlowe; or the history of a young lady — Volume 8,
2427,The Story of Bessie Costrell,
2428,Veneh'ojalaiset,
2429,Wau-bun,
2430,Abroad with the Jimmies,
2431,My Home in the Field of Honor,
2432,The Principles of Masonic Law,
2433,The Mystery of 31 New Inn,
2434,The Key to Peace,
2435,Jim Waring of Sonora-Town; Or,
2436,An Essay on Comedy and the Uses of the Comic Spirit,
2437,The Adventures of Captain Horn,
2438,The Red Axe,
2439,The Long Shadow,
2440,The Gentleman from Everywhere,
2441,Liza; Or,
2442,The Mystery of Metropolisville,
2443,Red Saunders: His Adventures West & East,
2444,Mr. Scraggs,
2445,Notes and Queries,
2446,The Chase of Saint-Castin and Other Stories of the French in the New World,
2447,The Return of the Native,
2448,The Atheist's Mass,
2449,Delsarte System of Oratory,
2450,The Money Box,
2451,The Castaway,
2452,Blundell's Improvement,
2453,Bill's Lapse,
2454,Lawyer Quince,
2455,Breaking a Spell,
2456,Establishing Relations,
2457,The Changing Numbers,
2458,The Persecution of Bob Pretty,
2459,A Preliminary Revision of the North American Species of Cactus,
2460,Dixon's Return,
2461,A Spirit of Avarice,
2462,The Third String,
2463,Odd Charges,
2464,Admiral Peters,
2465,Odd Craft,
2466,The Pirates Own Book,
2467,Modern Economic Problems,
2468,Pastoral Poetry & Pastoral Drama,
2469,Ancient Nahuatl Poetry,
2470,Cobb's Anatomy,
2471,Rada: A Drama of War in One Act,
2472,Beggars Bush: A Comedy,
2473,The Faithful Shepherdess,
2474,The Idler,
2475,We Girls: a Home Story,
2476,Tales of lonely trails,
2477,What eight million women want,
2478,Child's First Picture Book,
2479,Home Geography for Primary Grades,
2480,Who Goes There?,
2481,Ursula,
2482,Œuvres de Napoléon Bonaparte,
2483,Punch,
2484,Punch,
2485,Stonewall Jackson and the American Civil War,
2486,Mr. Scarborough's Family,
2487,Popular Law-making,
2488,Death Valley in '49,
2489,String Quartet No. 16 in F major Opus 135,
2490,Science in the Kitchen,
2491,Dead Men's Money,
2492,Sidney Lanier,
2493,The Lady and Sada San,
2494,Poems by Emily Dickinson,
2495,Poems by Emily Dickinson,
2496,Round the Block: An American Novel,
2497,In the Name of the Bodleian,
2498,The Defendant,
2499,Œuvres complètes de François Villon,
2500,Le Circuit de l'Est,
2501,The King's Cup-Bearer,
2502,Bart Ridgeley,
2503,Faraday as a Discoverer,
2504,Contes choisis de la famille,
2505,Contes à mes petites amies,
2506,The Prose Works of Jonathan Swift,3
2507,Wholesale Price List of Newspapers and Periodicals,
2508,Illustrated History of Furniture: From the Earliest to the Present Time,
2509,The Egyptian Conception of Immortality,
2510,Mistress Penwick,
2511,The Go-Getter: A Story That Tells You How to be One,
2512,Histoire de la Révolution française,
2513,Memoirs of a Cavalier,
2514,The Journal of Abnormal Psychology,10
2515,Jonas on a Farm in Winter,
2516,Balder the Beautiful,
2517,Punch,
2518,Blackwood's Edinburgh Magazine — Volume 53,
2519,Father Payne,
2520,The Flying Legion,
2521,Von Haparanda bis San Francisco,
2522,Aus meinem Leben — Erster Teil,
2523,Hohe Sommertage,
2524,Wee Macgreegor Enlists,
2525,The Expression of the Emotions in Man and Animals,
2526,The Doomswoman: An Historical Romance of Old California,
2527,Contes littéraires du bibliophile Jacob à ses petits-enfants,
2528,The History of Puerto Rico,
2529,Grevinde,
2530,Viajes por Filipinas: De Manila á Marianas,
2531,Viajes por Filipinas: De Manila á Albay,
2532,Viajes por Filipinas: De Manila á Tayabas,
2533,The Delectable Duchy,
2534,Confessions of a Young Man,
2535,The Maid-At-Arms: A Novel,
2536,On the Origin of Species By Means of Natural Selection,
2537,The Grandissimes,
2538,Cattle Brands: A Collection of Western Camp-Fire Stories,
2539,The Right and Wrong Uses of the Bible,
2540,The Soul of a Child,
2541,Anie,
2542,The Atlantic Monthly,7
2543,Flowers and Flower-Gardens,
2544,Somerset,
2545,The Witchcraft Delusion in Colonial Connecticut (1647-1697),
2546,Quelques écrivains français,
2547,Select Poems of Sidney Lanier,
2548,The Church and Modern Life,
2549,The Teacher,
2550,Punch,
2551,Old Cookery Books and Ancient Cuisine,
2552,Punch,
2553,Histoire de la Révolution française,
2554,Camps and Trails in China,
2555,Slave Narratives: a Folk History of Slavery in the United States,
2556,The Grand Cañon of the Colorado,
2557,The Mechanical Properties of Wood,
2558,At the Earth's Core,
2559,Pierre Grassou,
2560,The True George Washington [10th Ed.],
2561,Banquet du 17 janvier 1841,
2562,All in It : K(1) Carries On,
2563,Fated to Be Free: A Novel,
2564,Nancy: A Novel,
2565,Punch,
2566,Punch,
2567,Giorgione,
2568,Winning His Spurs: A Tale of the Crusades,
2569,Love affairs of the Courts of Europe,
2570,On the Track,
2571,The Atlantic Monthly,9
2572,Christ: The Way,
2573,A King,
2574,Pictures of Sweden,
2575,Ashton-Kirk,
2576,Shanty the Blacksmith; a Tale of Other Times,
2577,True Tilda,
2578,Two Little Knights of Kentucky,
2579,A Compilation of the Messages and Papers of the Presidents,
2580,The Atlantic Monthly,1
2581,The Prince,
2582,Civilization and Beyond: Learning from History,
2583,Rudimental Divine Science,
2584,Poetical Works of Edmund Waller and Sir John Denham,
2585,Punch,
2586,The Elizabethan Parish in its Ecclesiastical and Financial Aspects,
2587,A General History and Collection of Voyages and Travels — Volume 03,
2588,The Story of My Life: Recollections and Reflections,
2589,The Jewish Manual,
2590,Tent Life in Siberia,
2591,Heart of Man,
2592,The Origin and Nature of the Emotions; Miscellaneous Papers,
2593,A Volunteer Poilu,
2594,Contes à la brune,
2595,Contes de Caliban,
2596,The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose ,
2597,A Bicycle of Cathay,
2598,Overland: A Novel,
2599,Brown Wolf and Other Jack London Stories,
2600,Dickens in Camp,
2601,Contes d'une grand-mère,
2602,Hendes Højhed,
2603,Organic Syntheses,
2604,The Story of the Herschels,
2605,Against the Grain,
2606,The Nuttall Encyclopædia,
2607,The Art of Iugling or Legerdemaine,
2608,Sir Robert Hart,
